date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:06	7718/7718	---M--	200	added ('OK')	text/html	etag:%2260ae6a5a-1e26%22	https://m.mgwin884.com/mega/index.html	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/index.html	(from )
13:22:06	187/187	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jun%202021%2007:22:06%20GMT	https://m.mgwin884.com/robots.txt		(from )
13:22:07	122540/122540	---M--	200	added ('OK')	text/css	etag:%225d826b6e-1deac%22	https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/css/bootstrap.min.css	(from https://m.mgwin884.com/mega/index.html)
13:22:08	86815/86815	---M--	200	added ('OK')	text/css	etag:%225d826b6d-1531f%22	https://m.mgwin884.com/mega/res/dist/css/AdminLTE.min.css	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/css/AdminLTE.min.css	(from https://m.mgwin884.com/mega/index.html)
13:22:08	26711/26711	---M--	200	added ('OK')	text/css	etag:%225d826b6e-6857%22	https://m.mgwin884.com/mega/res/dist/css/font-awesome.min.css	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/css/font-awesome.min.css	(from https://m.mgwin884.com/mega/index.html)
13:22:08	1101/1101	---M--	200	added ('OK')	image/png	etag:%225d826b6c-44d%22	https://m.mgwin884.com/mega/img/Downloadbg.png	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/img/Downloadbg.png	(from https://m.mgwin884.com/mega/index.html)
13:22:09	31097/31097	---M--	200	added ('OK')	image/jpeg	etag:%225d826b6c-7979%22	https://m.mgwin884.com/mega/img/tip.jpg	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/img/tip.jpg	(from https://m.mgwin884.com/mega/index.html)
13:22:10	35774/35774	---M--	200	added ('OK')	image/png	etag:%225d826b6c-8bbe%22	https://m.mgwin884.com/mega/img/logo.png	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/img/logo.png	(from https://m.mgwin884.com/mega/index.html)
13:22:10	72174/72174	---M--	200	added ('OK')	application/javascript	etag:%225d826bbe-119ee%22	https://m.mgwin884.com/mega/res/jquery-1.4.2.min.js	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/jquery-1.4.2.min.js	(from https://m.mgwin884.com/mega/index.html)
13:22:11	294/294	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jun%202021%2007:22:11%20GMT	https://m.mgwin884.com/mega/itms-services://?action=download-manifest&url=https://aka-dd-mega-appsetup.siderby.com/ios/plist/Mega888_1.plist	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/itms-services_/index3083.html	(from https://m.mgwin884.com/mega/index.html)
13:22:11	294/294	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jun%202021%2007:22:11%20GMT	https://m.mgwin884.com/mega/itms-services://?action=download-manifest&url=https://aka-dd-mega-appsetup.siderby.com/ios/plist/Mega888_0.plist	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/itms-services_/index18cb.html	(from https://m.mgwin884.com/mega/index.html)
13:22:11	294/294	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jun%202021%2007:22:11%20GMT	https://m.mgwin884.com/mega/itms-services://?action=download-manifest&url=https://aka-dd-mega-appsetup.siderby.com/ios/plist/Mega888_2.plist	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/itms-services_/index8d77.html	(from https://m.mgwin884.com/mega/index.html)
13:22:11	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d826b73-4e9f%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.eot	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.eot	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
13:22:11	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d826b73-4e9f%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.eot?	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regulard41d.eot	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
13:22:12	18028/18028	---M--	200	added ('OK')	text/plain	etag:%225d826b74-466c%22	https://m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.woff2	H:/ProgrammingHero/downloaded%20from%20others/buyer/m.mgwin884.com/mega/res/dist/fonts/glyphicons-halflings-regular.woff2	(from https://m.mgwin884.com/mega/res/dist/css/bootstrap.min.css)
